Time(minutes),Speed(MPH)
22.513,59.65163
22.518,59.65163
22.523,59.65163
22.528,60.89438
22.533,60.27301
22.538,60.27301
22.543,60.89438
22.548,61.51575
22.553,61.51575
22.558,60.27301
22.564,60.89438
22.568,60.89438
22.574,61.51575
22.579,61.51575
22.585,61.51575
22.59,61.51575
22.595,62.75849
22.601,62.75849
22.606,62.13712
22.612,61.51575
22.617,61.51575
22.623,62.75849
22.628,62.13712
22.633,61.51575
22.638,61.51575
22.644,61.51575
22.649,61.51575
22.654,61.51575
22.659,61.51575
22.664,61.51575
22.669,60.27301
22.674,59.65163
22.68,59.65163
22.685,59.65163
22.69,59.65163
22.695,59.65163
22.7,58.40889
22.705,57.78752
22.711,57.78752
22.716,57.78752
22.722,56.54478
22.727,56.54478
22.732,55.92341
22.737,54.68066
22.742,54.68066
22.748,54.05929
22.753,52.81655
22.758,52.81655
22.763,53.43792
22.769,51.57381
22.774,51.57381
22.779,51.57381
22.784,50.95244
22.789,50.95244
22.794,51.57381
22.799,50.95244
22.804,50.95244
22.809,51.57381
22.815,52.19518
22.82,52.19518
22.825,53.43792
22.83,52.81655
22.836,52.81655
22.841,53.43792
22.846,54.05929
22.851,54.05929
22.857,54.05929
22.862,54.05929
22.867,54.05929
22.872,54.05929
22.877,54.05929
22.882,54.05929
22.887,54.05929
22.893,52.81655
22.898,52.81655
22.903,53.43792
22.908,53.43792
22.913,54.05929
22.919,52.81655
22.925,53.43792
22.929,53.43792
22.935,54.05929
22.94,54.05929
22.945,54.05929
22.95,54.05929
22.956,54.05929
22.961,54.05929
22.966,54.05929
22.971,54.05929
22.976,54.05929
22.981,54.05929
22.986,54.05929
22.991,54.05929
22.996,54.05929
23.001,54.05929
23.007,54.05929
23.012,54.05929
23.017,54.05929
23.023,54.05929
23.028,54.05929
23.033,54.05929
23.038,55.30204
23.043,54.68066
23.049,54.68066
23.054,54.05929
23.059,55.30204
23.065,55.30204
23.07,54.68066
23.075,55.30204
23.08,55.30204
23.086,55.92341
23.091,55.92341
23.096,55.92341
23.102,55.92341
23.107,55.92341
23.112,55.92341
23.117,55.92341
23.123,55.92341
23.129,55.92341
23.134,55.92341
23.139,55.92341
23.144,55.92341
23.149,55.92341
23.154,55.92341
23.159,55.92341
23.164,55.92341
23.169,55.92341
23.174,55.92341
23.18,55.92341
23.185,54.68066
23.19,54.68066
23.195,55.30204
23.201,54.68066
23.206,54.68066
23.211,55.30204
23.216,54.68066
23.222,54.05929
23.227,54.05929
23.233,52.81655
23.238,53.43792
23.244,53.43792
23.248,54.05929
23.253,52.81655
23.258,52.81655
23.264,52.19518
23.269,52.19518
23.274,53.43792
23.279,52.81655
23.284,52.81655
23.289,52.19518
23.294,52.19518
23.299,52.19518
23.304,53.43792
23.309,52.81655
23.314,52.81655
23.319,52.19518
23.325,53.43792
23.33,53.43792
23.336,54.05929
23.341,52.81655
23.346,52.81655
23.352,53.43792
23.357,54.05929
23.361,54.05929
23.367,52.81655
23.372,52.81655
23.377,53.43792
23.382,54.05929
23.388,52.81655
23.393,52.81655
23.398,53.43792
23.403,54.05929
23.408,54.05929
23.414,52.81655
23.419,52.81655
23.424,53.43792
23.429,54.05929
23.434,54.05929
23.44,54.05929
23.445,52.81655
23.45,52.81655
23.456,53.43792
23.46,52.81655
23.466,52.81655
23.471,53.43792
23.476,52.81655
23.482,52.19518
23.487,52.19518
23.492,53.43792
23.498,52.81655
23.503,52.81655
23.508,52.19518
23.513,53.43792
23.518,53.43792
23.523,52.81655
23.529,52.81655
23.534,53.43792
23.539,54.05929
23.546,52.81655
23.551,52.81655
23.556,53.43792
23.562,54.05929
23.567,54.05929
23.572,52.81655
23.577,53.43792
23.583,53.43792
23.588,54.05929
23.593,52.81655
23.598,52.81655
23.603,53.43792
23.608,54.05929
23.613,54.05929
23.618,52.81655
23.624,53.43792
23.629,53.43792
23.634,54.05929
23.639,52.81655
23.644,52.81655
23.65,53.43792
23.655,54.05929
23.66,54.05929
23.666,52.81655
23.671,53.43792
23.676,53.43792
23.681,54.05929
23.686,54.05929
23.691,54.05929
23.696,52.81655
23.701,52.81655
23.706,53.43792
23.712,54.05929
23.717,52.81655
23.722,52.81655
23.727,53.43792
23.733,53.43792
23.738,54.05929
23.743,52.81655
23.748,52.81655
23.754,53.43792
23.759,54.05929
23.765,52.81655
23.773,52.81655
23.78,53.43792
23.785,54.05929
23.79,52.81655
23.795,53.43792
23.801,53.43792
23.806,54.05929
23.811,52.81655
23.816,52.81655
23.821,53.43792
23.833,54.05929
23.838,52.81655
23.843,53.43792
23.848,53.43792
23.854,54.05929
23.859,54.05929
23.864,52.81655
23.87,53.43792
23.875,54.05929
23.88,54.05929
23.885,54.05929
23.89,52.81655
23.895,52.81655
23.9,53.43792
23.906,53.43792
23.911,54.05929
23.916,52.81655
23.921,52.81655
23.926,53.43792
23.931,54.05929
23.936,54.05929
23.942,52.81655
23.947,53.43792
23.952,53.43792
23.958,54.05929
23.963,52.81655
23.968,53.43792
23.974,53.43792
23.98,54.05929
23.985,52.81655
23.99,52.81655
23.995,53.43792
24,54.05929
24.005,54.05929
24.01,52.81655
24.016,52.81655
24.021,53.43792
24.026,54.05929
24.031,54.05929
24.036,52.81655
24.041,53.43792
24.046,54.05929
24.052,54.05929
24.057,52.81655
24.062,52.81655
24.067,53.43792
24.072,54.05929
24.078,54.05929
24.083,54.05929
24.089,52.81655
24.094,53.43792
24.099,53.43792
24.104,54.05929
24.11,52.81655
24.115,52.81655
24.12,53.43792
24.125,54.05929
24.13,54.05929
24.135,52.81655
24.14,52.81655
24.146,53.43792
24.151,54.05929
24.156,54.05929
24.161,52.81655
24.166,53.43792
24.171,53.43792
24.176,54.05929
24.182,52.81655
24.187,52.81655
24.192,53.43792
24.198,54.05929
24.203,54.05929
24.208,52.81655
24.213,53.43792
24.218,53.43792
24.223,54.05929
24.228,52.81655
24.233,52.81655
24.238,53.43792
24.243,54.05929
24.248,54.05929
24.254,52.81655
24.259,53.43792
24.264,53.43792
24.27,54.05929
24.275,54.05929
24.28,54.05929
24.286,52.81655
24.292,53.43792
24.297,53.43792
24.302,54.05929
24.307,52.81655
24.312,52.81655
24.318,53.43792
24.323,54.05929
24.328,54.05929
24.333,52.81655
24.338,53.43792
24.343,53.43792
24.349,54.05929
24.354,52.81655
24.359,52.81655
24.364,53.43792
24.37,54.05929
24.375,54.05929
24.38,52.81655
24.385,53.43792
24.391,53.43792
24.396,54.05929
24.402,52.81655
24.407,52.81655
24.412,53.43792
24.417,54.05929
24.423,54.05929
24.428,52.81655
24.434,53.43792
24.439,54.05929
24.445,54.05929
24.45,52.81655
24.455,53.43792
24.46,53.43792
24.466,54.05929
24.471,54.05929
24.476,52.81655
24.482,53.43792
24.487,54.05929
24.492,54.05929
24.498,52.81655
24.503,53.43792
24.509,53.43792
24.514,54.05929
24.519,54.05929
24.524,54.05929
24.529,52.81655
24.535,53.43792
24.54,53.43792
24.545,54.05929
24.55,52.81655
24.555,52.81655
24.561,53.43792
24.566,54.05929
24.571,54.05929
24.576,52.81655
24.581,53.43792
24.586,53.43792
24.591,54.05929
24.597,52.81655
24.603,52.81655
24.608,53.43792
24.613,54.05929
24.618,54.05929
24.623,52.81655
24.628,53.43792
24.633,53.43792
24.639,54.05929
24.643,52.81655
24.648,52.81655
24.653,53.43792
24.659,54.05929
24.664,54.05929
24.669,52.81655
24.674,52.81655
24.68,53.43792
24.685,54.05929
24.691,52.81655
24.696,52.81655
24.701,53.43792
24.707,54.05929
24.712,54.05929
24.718,54.05929
24.723,52.81655
24.728,52.81655
24.734,53.43792
24.739,54.05929
24.744,54.05929
24.75,52.81655
24.755,53.43792
24.76,53.43792
24.765,54.05929
24.771,52.81655
24.776,52.81655
24.781,53.43792
24.787,54.05929
24.792,54.05929
24.797,52.81655
24.802,53.43792
24.807,53.43792
24.813,54.05929
24.818,52.81655
24.823,52.81655
24.828,53.43792
24.834,54.05929
24.839,54.05929
24.844,52.81655
24.849,53.43792
24.854,53.43792
24.859,54.05929
24.864,52.81655
24.869,52.81655
24.875,53.43792
24.88,54.05929
24.886,54.05929
24.891,52.81655
24.897,53.43792
24.902,53.43792
24.908,54.05929
24.912,52.81655
24.919,53.43792
24.924,53.43792
24.93,52.81655
24.935,53.43792
24.94,53.43792
24.945,52.81655
24.95,53.43792
24.956,53.43792
24.961,52.81655
24.967,53.43792
24.972,53.43792
24.977,52.81655
24.983,53.43792
24.988,53.43792
24.993,52.81655
24.999,53.43792
25.004,53.43792
25.01,52.81655
25.015,53.43792
25.02,52.81655
25.027,52.81655
25.032,53.43792
25.038,54.05929
25.043,52.81655
25.048,52.81655
25.054,53.43792
25.059,53.43792
25.064,54.05929
25.069,52.81655
25.074,52.81655
25.079,53.43792
25.085,54.05929
25.09,54.05929
25.095,52.81655
25.101,53.43792
25.106,53.43792
25.112,54.05929
25.117,52.81655
25.122,53.43792
25.127,53.43792
25.133,54.05929
25.138,54.05929
25.143,52.81655
25.148,53.43792
25.153,53.43792
25.159,54.05929
25.164,52.81655
25.169,53.43792
25.174,53.43792
25.18,54.05929
25.185,54.05929
25.19,52.81655
25.195,53.43792
25.2,54.05929
25.206,54.05929
25.211,54.05929
25.216,54.05929
25.222,52.81655
25.227,53.43792
25.232,53.43792
25.238,54.05929
25.243,52.81655
25.248,53.43792
25.253,53.43792
25.258,54.05929
25.264,52.81655
25.269,52.81655
25.275,53.43792
25.28,54.05929
25.285,54.05929
25.29,52.81655
25.296,53.43792
25.301,53.43792
25.307,54.05929
25.312,52.81655
25.317,52.81655
25.322,53.43792
25.328,54.05929
25.334,54.05929
25.339,52.81655
25.345,53.43792
25.35,54.05929
25.356,54.05929
25.361,52.81655
25.366,53.43792
25.372,53.43792
25.377,54.05929
25.382,54.05929
25.387,54.05929
25.392,52.81655
25.397,53.43792
25.403,53.43792
25.408,54.05929
25.413,52.81655
25.418,52.81655
25.424,53.43792
25.429,54.05929
25.434,54.05929
25.439,52.81655
25.444,53.43792
25.451,54.05929
25.456,54.05929
25.462,52.81655
25.467,52.81655
25.473,53.43792
25.478,54.05929
25.483,52.81655
25.488,52.81655
25.493,53.43792
25.498,53.43792
25.503,54.05929
25.508,52.81655
25.514,52.81655
25.519,53.43792
25.525,54.05929
25.53,54.05929
25.536,54.05929
25.541,54.05929
25.546,54.05929
25.551,54.05929
25.557,54.05929
25.562,54.05929
25.567,54.05929
25.572,52.81655
25.577,52.81655
25.583,53.43792
25.588,54.05929
25.593,54.05929
25.598,54.05929
25.604,54.05929
25.609,54.05929
25.614,54.05929
25.619,54.05929
25.625,54.05929
25.63,54.05929
25.635,54.05929
25.641,52.81655
25.646,52.81655
25.651,53.43792
25.656,53.43792
25.662,54.05929
25.667,54.05929
25.673,54.05929
25.677,54.05929
25.683,54.05929
25.688,54.05929
25.693,54.05929
25.699,52.81655
25.704,53.43792
25.71,53.43792
25.715,52.81655
25.72,52.19518
25.725,52.19518
25.73,52.19518
25.735,52.19518
25.74,52.19518
25.746,52.19518
25.751,52.19518
25.756,52.19518
25.761,53.43792
25.767,52.81655
25.772,52.81655
25.777,52.19518
25.783,52.19518
25.788,52.19518
25.793,53.43792
25.798,52.81655
25.804,52.81655
25.809,53.43792
25.814,52.81655
25.819,52.81655
25.824,53.43792
25.83,54.05929
25.835,54.05929
25.84,54.05929
25.845,52.81655
25.851,52.81655
25.856,53.43792
25.862,54.05929
25.867,54.05929
25.872,52.81655
25.877,53.43792
25.883,53.43792
25.888,54.05929
25.893,52.81655
25.899,52.81655
25.904,53.43792
25.909,54.05929
25.914,54.05929
25.919,54.05929
25.925,54.05929
25.93,54.05929
25.935,54.05929
25.941,54.05929
25.946,54.05929
25.951,52.81655
25.956,53.43792
25.961,53.43792
25.967,54.05929
25.972,54.05929
25.978,54.05929
25.983,54.05929
25.988,54.05929
25.993,54.05929
25.998,54.05929
26.003,54.05929
26.008,54.05929
26.013,52.81655
26.019,53.43792
26.024,53.43792
26.029,54.05929
26.034,52.81655
26.04,52.81655
26.045,53.43792
26.05,54.05929
26.055,54.05929
26.061,52.81655
26.066,53.43792
26.071,53.43792
26.076,54.05929
26.082,52.81655
26.087,52.81655
26.093,53.43792
26.098,52.81655
26.103,52.81655
26.108,53.43792
26.114,52.81655
26.119,52.19518
26.124,52.19518
26.129,53.43792
26.134,53.43792
26.14,52.81655
26.145,53.43792
26.15,54.05929
26.155,54.05929
26.161,52.81655
26.166,52.81655
26.171,53.43792
26.176,54.05929
26.181,54.05929
26.187,52.81655
26.192,53.43792
26.198,54.05929
26.203,54.05929
26.208,54.05929
26.214,52.81655
26.219,52.81655
26.225,53.43792
26.23,54.05929
26.236,54.05929
26.241,52.81655
26.246,53.43792
26.251,53.43792
26.257,54.05929
26.262,52.81655
26.267,52.81655
26.273,52.19518
26.278,53.43792
26.283,53.43792
26.288,52.81655
26.294,52.19518
26.299,52.19518
26.304,53.43792
26.309,52.81655
26.315,52.81655
26.32,52.19518
26.326,53.43792
26.331,52.81655
26.337,52.81655
26.342,52.19518
26.347,52.19518
26.353,53.43792
26.358,54.05929
26.363,54.05929
26.369,54.05929
26.374,54.05929
26.379,54.05929
26.384,54.05929
26.389,54.05929
26.395,54.05929
26.401,54.05929
26.406,54.05929
26.411,54.05929
26.416,54.05929
26.422,54.05929
26.427,54.05929
26.432,54.05929
26.437,54.05929
26.443,54.05929
26.448,54.05929
26.453,54.05929
26.458,54.05929
26.463,54.05929
26.468,54.05929
26.473,54.05929
26.479,54.05929
26.484,54.05929
26.489,54.05929
26.494,54.05929
26.499,54.05929
26.505,54.05929
26.51,54.05929
26.516,55.30204
26.521,54.68066
26.526,54.68066
26.531,54.05929
26.536,54.05929
26.542,54.05929
26.547,54.05929
26.552,54.05929
26.557,54.05929
26.563,54.05929
26.568,54.05929
26.573,54.05929
26.578,54.05929
26.583,52.81655
26.589,52.81655
26.594,52.19518
26.599,53.43792
26.604,53.43792
26.611,52.81655
26.616,52.19518
26.621,52.19518
26.626,52.19518
26.631,52.19518
26.636,52.19518
26.641,52.19518
26.646,52.19518
26.651,52.19518
26.656,52.19518
26.661,53.43792
26.667,53.43792
26.672,54.05929
26.677,52.81655
26.683,52.81655
26.688,53.43792
26.693,54.05929
26.698,54.05929
26.704,52.81655
26.709,53.43792
26.715,53.43792
26.72,54.05929
26.725,52.81655
26.73,52.81655
26.736,53.43792
26.741,52.81655
26.746,52.81655
26.752,53.43792
26.757,52.81655
26.763,52.19518
26.768,52.19518
26.774,53.43792
26.779,52.81655
26.784,52.81655
26.79,52.19518
26.795,53.43792
26.8,53.43792
26.806,52.81655
26.811,52.19518
26.817,52.19518
26.823,53.43792
26.829,54.05929
26.834,54.05929
26.839,52.81655
26.844,53.43792
26.85,54.05929
26.855,54.05929
26.861,54.05929
26.866,52.81655
26.872,52.81655
26.877,53.43792
26.882,54.05929
26.888,52.81655
26.894,52.81655
26.899,53.43792
26.904,53.43792
26.91,54.05929
26.915,52.81655
26.92,53.43792
26.926,53.43792
26.932,54.05929
26.937,52.81655
26.942,52.81655
26.947,53.43792
26.953,54.05929
26.958,54.05929
26.963,52.81655
26.968,53.43792
26.974,53.43792
26.979,54.05929
26.984,52.81655
26.989,52.81655
26.994,53.43792
27,54.05929
27.005,54.05929
27.01,54.05929
27.015,54.05929
27.021,54.05929
27.026,52.81655
27.032,53.43792
27.038,53.43792
27.043,54.05929
27.048,54.05929
27.054,52.81655
27.059,52.81655
27.064,53.43792
27.069,54.05929
27.074,54.05929
27.08,54.05929
27.085,52.81655
27.09,52.81655
27.095,53.43792
27.101,54.05929
27.106,54.05929
27.111,52.81655
27.117,53.43792
27.122,53.43792
27.127,52.81655
27.133,52.19518
27.138,52.19518
27.143,53.43792
27.149,52.81655
27.154,52.81655
27.159,52.19518
27.165,53.43792
27.17,53.43792
27.175,52.81655
27.18,52.19518
27.185,52.19518
27.191,53.43792
27.196,52.81655
27.201,52.81655
27.206,52.19518
27.212,53.43792
27.217,53.43792
27.222,54.05929
27.228,52.81655
27.233,52.81655
27.238,53.43792
27.243,54.05929
27.249,52.81655
27.255,52.81655
27.26,53.43792
27.265,53.43792
27.27,54.05929
27.276,54.05929
27.281,52.81655
27.286,52.81655
27.291,53.43792
27.296,53.43792
27.302,54.05929
27.307,52.81655
27.313,53.43792
27.318,53.43792
27.323,54.05929
27.329,52.81655
27.334,52.81655
27.34,53.43792
27.345,54.05929
27.35,54.05929
27.356,54.05929
27.361,54.05929
27.367,54.05929
27.372,54.05929
27.378,54.05929
27.383,55.30204
27.388,55.30204
27.393,54.68066
27.398,54.68066
27.403,54.05929
27.408,55.30204
27.413,55.30204
27.419,54.68066
27.424,54.05929
27.429,55.30204
27.434,55.30204
27.44,54.68066
27.445,54.68066
27.45,55.30204
27.455,54.68066
27.461,54.05929
27.467,54.05929
27.472,55.30204
27.477,54.68066
27.482,54.68066
27.488,54.05929
27.493,55.30204
27.498,55.30204
27.504,54.68066
27.509,54.05929
27.514,54.05929
27.519,54.05929
27.525,54.05929
27.53,54.05929
27.535,54.05929
27.54,54.05929
27.545,54.05929
27.55,54.05929
27.556,54.05929
27.561,54.05929
27.567,52.81655
27.572,53.43792
27.577,53.43792
27.583,52.81655
27.588,52.19518
27.593,52.19518
27.599,53.43792
27.604,52.81655
27.609,52.81655
27.614,53.43792
27.619,52.81655
27.624,52.81655
27.63,52.19518
27.635,53.43792
27.64,53.43792
27.645,52.81655
27.65,53.43792
27.656,53.43792
27.661,54.05929
27.666,52.81655
27.673,52.81655
27.678,53.43792
27.684,54.05929
27.689,52.81655
27.694,52.81655
27.699,53.43792
27.704,53.43792
27.71,54.05929
27.715,52.81655
27.72,52.81655
27.726,53.43792
27.731,52.81655
27.736,53.43792
27.741,53.43792
27.746,52.81655
27.752,52.81655
27.757,53.43792
27.762,52.81655
27.768,53.43792
27.773,53.43792
27.779,54.05929
27.784,52.81655
27.789,52.81655
27.795,53.43792
27.8,54.05929
27.805,54.05929
27.811,52.81655
27.816,53.43792
27.822,53.43792
27.827,54.05929
27.833,52.81655
27.837,52.81655
27.843,53.43792
27.848,54.05929
27.853,54.05929
27.858,54.05929
27.863,54.05929
27.869,54.05929
27.874,55.30204
27.88,54.68066
27.886,54.05929
27.891,54.05929
27.897,55.30204
27.902,55.92341
27.907,55.92341
27.913,54.68066
27.918,55.30204
27.924,55.30204
27.929,55.92341
27.935,55.92341
27.94,55.92341
27.945,55.92341
27.95,55.92341
27.955,55.92341
27.961,55.92341
27.966,55.92341
27.971,55.92341
27.976,55.92341
27.981,55.92341
27.986,55.92341
27.992,54.68066
27.998,55.30204
28.003,54.68066
28.009,54.68066
28.014,54.05929
28.019,54.05929
28.024,54.05929
28.03,54.05929
28.035,54.05929
28.04,54.05929
28.046,52.81655
28.051,53.43792
28.057,53.43792
28.062,52.81655
28.068,52.19518
28.073,53.43792
28.079,53.43792
28.084,52.81655
28.089,52.81655
28.095,52.19518
28.101,53.43792
28.107,52.81655
28.112,52.81655
28.117,52.19518
28.122,53.43792
28.128,53.43792
28.133,54.05929
28.138,52.81655
28.143,52.81655
28.149,53.43792
28.154,54.05929
28.159,54.05929
28.164,54.05929
28.17,54.05929
28.175,54.05929
28.18,54.05929
28.185,54.05929
28.191,54.05929
28.196,54.05929
28.201,54.05929
28.207,54.05929
28.213,54.05929
28.218,54.05929
28.223,54.05929
28.229,54.05929
28.234,54.05929
28.239,54.05929
28.244,52.81655
28.249,53.43792
28.254,54.05929
28.259,54.05929
28.265,52.81655
28.27,52.81655
28.275,52.19518
28.28,53.43792
28.285,53.43792
28.29,52.81655
28.295,52.19518
28.301,52.19518
28.306,53.43792
28.312,52.81655
28.317,52.81655
28.323,53.43792
28.328,52.81655
28.333,52.19518
28.339,52.19518
28.344,53.43792
28.349,53.43792
28.355,52.81655
28.36,53.43792
28.365,54.05929
28.37,54.05929
28.376,52.81655
28.381,53.43792
28.386,53.43792
28.391,54.05929
28.396,54.05929
28.401,52.81655
28.406,53.43792
28.411,54.05929
28.417,54.05929
28.423,54.05929
28.427,52.81655
28.433,52.81655
28.438,53.43792
28.443,54.05929
28.449,54.05929
28.454,52.81655
28.459,53.43792
28.464,53.43792
28.469,54.05929
28.474,54.05929
28.48,52.81655
28.485,52.19518
28.49,53.43792
28.496,53.43792
28.501,52.81655
28.506,53.43792
28.511,53.43792
28.517,52.81655
28.523,52.19518
28.528,52.19518
28.534,53.43792
28.539,52.81655
28.544,52.81655
28.549,53.43792
28.554,52.81655
28.559,52.81655
28.565,53.43792
28.57,54.05929
28.575,54.05929
28.58,52.81655
28.586,53.43792
28.591,53.43792
28.596,54.05929
28.601,52.81655
28.606,52.81655
28.611,53.43792
28.617,54.05929
28.622,54.05929
28.628,52.81655
28.633,53.43792
28.638,53.43792
28.644,54.05929
28.649,52.81655
28.654,52.81655
28.66,53.43792
28.665,54.05929
28.67,54.05929
28.675,52.81655
28.68,53.43792
28.686,54.05929
28.691,54.05929
28.697,52.81655
28.702,53.43792
28.708,53.43792
28.713,54.05929
28.718,52.81655
28.724,52.81655
28.729,53.43792
28.735,54.05929
28.74,54.05929
28.746,52.81655
28.751,53.43792
28.756,53.43792
28.761,54.05929
28.767,52.81655
28.772,52.81655
28.778,53.43792
28.783,54.05929
28.788,54.05929
28.794,54.05929
28.799,52.81655
28.804,52.81655
28.809,53.43792
28.815,54.05929
28.82,52.81655
28.825,52.81655
28.83,53.43792
28.836,53.43792
28.841,54.05929
28.846,52.81655
28.851,53.43792
28.857,53.43792
28.862,54.05929
28.867,52.81655
28.872,52.81655
28.877,53.43792
28.882,53.43792
28.887,54.05929
28.892,52.81655
28.898,53.43792
28.903,53.43792
28.908,54.05929
28.913,54.05929
28.918,52.81655
28.924,53.43792
28.929,53.43792
28.934,54.05929
28.939,52.81655
28.945,53.43792
28.95,53.43792
28.955,54.05929
28.961,54.05929
28.966,54.05929
28.971,52.81655
28.976,53.43792
28.982,53.43792
28.987,54.05929
28.992,52.81655
28.997,52.81655
29.002,53.43792
29.008,53.43792
29.013,54.05929
29.018,52.81655
29.023,53.43792
29.029,53.43792
29.034,54.05929
29.04,54.05929
29.045,52.81655
29.051,53.43792
29.056,54.05929
29.061,54.05929
29.066,52.81655
29.071,53.43792
29.077,53.43792
29.082,52.81655
29.087,53.43792
29.092,53.43792
29.097,54.05929
29.103,52.81655
29.108,52.81655
29.113,53.43792
29.119,54.05929
29.124,54.05929
29.129,52.81655
29.134,53.43792
29.139,53.43792
29.145,54.05929
29.15,52.81655
29.157,52.81655
29.162,53.43792
29.168,54.05929
29.173,54.05929
29.178,54.05929
29.184,52.81655
29.189,53.43792
29.194,53.43792
29.2,54.05929
29.205,52.81655
29.21,52.81655
29.215,53.43792
29.221,54.05929
29.226,54.05929
29.232,52.81655
29.237,53.43792
29.242,53.43792
29.248,54.05929
29.253,52.81655
29.259,52.81655
29.265,53.43792
29.27,54.05929
29.275,52.81655
29.28,52.81655
29.285,53.43792
29.291,54.05929
29.296,54.05929
29.302,52.81655
29.307,53.43792
29.313,53.43792
29.318,54.05929
29.323,52.81655
29.329,52.81655
29.334,53.43792
29.339,54.05929
29.345,54.05929
29.35,52.81655
29.356,53.43792
29.361,53.43792
29.366,54.05929
29.373,52.81655
29.378,53.43792
29.384,53.43792
29.389,54.05929
29.394,54.05929
29.4,54.05929
29.405,52.81655
29.411,53.43792
29.416,53.43792
29.422,54.05929
29.427,52.81655
29.433,53.43792
29.438,53.43792
29.444,54.05929
29.449,52.81655
29.454,52.81655
29.46,53.43792
29.465,54.05929
29.471,54.05929
29.476,52.81655
29.482,53.43792
29.488,54.05929
29.493,54.05929
29.499,52.81655
29.504,53.43792
29.51,53.43792
29.515,54.05929
29.521,52.81655
29.526,52.81655
29.532,53.43792
29.537,52.81655
29.543,53.43792
29.548,53.43792
29.553,52.81655
29.558,52.19518
29.563,52.19518
29.569,53.43792
29.574,52.81655
29.58,52.81655
29.585,53.43792
29.591,54.05929
29.596,54.05929
29.601,52.81655
29.607,53.43792
29.612,53.43792
29.617,54.05929
29.622,52.81655
29.628,52.81655
29.633,53.43792
29.638,54.05929
29.644,54.05929
29.649,52.81655
29.655,53.43792
29.66,54.05929
29.665,54.05929
29.67,52.81655
29.676,53.43792
29.681,53.43792
29.686,54.05929
29.691,54.05929
29.697,54.05929
29.703,54.05929
29.708,54.05929
29.713,54.05929
29.719,54.05929
29.724,54.05929
29.729,54.05929
29.735,52.81655
29.74,53.43792
29.745,53.43792
29.75,54.05929
29.755,54.05929
29.76,54.05929
29.765,54.05929
29.771,54.05929
29.776,54.05929
29.781,54.05929
29.786,54.05929
29.792,54.05929
29.797,52.81655
29.803,53.43792
29.808,53.43792
29.813,54.05929
29.819,52.81655
29.824,52.81655
29.829,53.43792
29.835,52.81655
29.84,52.19518
29.845,52.19518
29.851,53.43792
29.856,52.81655
29.862,52.81655
29.867,52.19518
29.872,53.43792
29.878,53.43792
29.883,52.81655
29.889,53.43792
29.894,53.43792
29.899,52.81655
29.904,52.19518
29.91,52.19518
29.915,53.43792
29.92,52.81655
29.925,52.81655
29.931,53.43792
29.936,52.81655
29.941,52.81655
29.947,53.43792
29.952,54.05929
29.957,54.05929
29.962,52.81655
29.967,53.43792
29.973,53.43792
29.978,54.05929
29.983,54.05929
29.988,54.05929
29.993,52.81655
29.999,53.43792
30.004,53.43792
30.009,54.05929
30.015,52.81655
30.02,53.43792
30.026,53.43792
30.031,54.05929
30.036,54.05929
30.041,52.81655
30.046,53.43792
30.052,53.43792
30.057,54.05929
30.062,52.81655
30.067,53.43792
30.072,53.43792
30.078,54.05929
30.083,54.05929
30.088,52.81655
30.093,53.43792
30.099,53.43792
30.104,54.05929
30.109,54.05929
30.114,54.05929
30.12,52.81655
30.126,53.43792
30.131,54.05929
30.136,54.05929
30.141,52.81655
30.147,53.43792
30.152,53.43792
30.157,54.05929
30.163,52.81655
30.168,52.81655
30.173,53.43792
30.178,54.05929
30.183,54.05929
30.189,52.81655
30.194,52.81655
30.199,53.43792
30.205,54.05929
30.21,52.81655
30.215,52.81655
30.22,53.43792
30.227,54.05929
30.232,54.05929
30.237,52.81655
30.243,53.43792
30.248,54.05929
30.253,54.05929
30.258,52.81655
30.263,52.81655
30.269,53.43792
30.274,54.05929
30.279,54.05929
30.284,52.81655
30.29,53.43792
30.295,53.43792
30.3,54.05929
30.305,52.81655
30.311,52.81655
30.316,53.43792
30.322,54.05929
30.327,52.81655
30.333,52.81655
30.338,53.43792
30.343,54.05929
30.349,54.05929
30.354,54.05929
30.36,52.81655
30.365,52.81655
30.37,53.43792
30.375,54.05929
30.38,54.05929
30.386,52.81655
30.391,53.43792
30.396,53.43792
30.401,54.05929
30.406,52.81655
30.412,52.81655
30.417,53.43792
30.422,54.05929
30.427,54.05929
30.433,52.81655
30.439,53.43792
30.444,53.43792
30.449,54.05929
30.454,52.81655
30.46,52.81655
30.465,53.43792
30.47,54.05929
30.475,54.05929
30.481,52.81655
30.486,53.43792
30.491,53.43792
30.496,54.05929
30.502,52.81655
30.507,52.81655
30.512,53.43792
30.517,54.05929
30.523,54.05929
30.528,52.81655
30.533,53.43792
30.538,53.43792
30.544,54.05929
30.549,52.81655
30.554,53.43792
30.56,53.43792
30.565,54.05929
30.57,54.05929
30.575,54.05929
30.581,52.81655
30.586,53.43792
30.591,53.43792
30.596,54.05929
30.602,54.05929
30.607,52.81655
30.613,53.43792
30.618,54.05929
30.623,54.05929
30.628,52.81655
30.634,53.43792
30.639,53.43792
30.644,54.05929
30.65,52.81655
30.655,52.81655
30.66,53.43792
30.666,54.05929
30.671,54.05929
30.676,52.81655
30.682,53.43792
30.687,53.43792
30.692,54.05929
30.697,52.81655
30.702,52.81655
30.707,53.43792
30.713,54.05929
30.718,54.05929
30.723,52.81655
30.728,53.43792
